iter	Passed	Remaining
207	3894	14828
208	3922	14843
209	3941	14826
210	3960	14808
211	3979	14792
212	4003	14791
213	4024	14780
214	4044	14768
215	4062	14744
216	4089	14757
217	4106	14730
218	4128	14724
219	4152	14723
220	4177	14726
221	4202	14729
222	4220	14706
223	4240	14691
224	4258	14668
225	4284	14674
226	4306	14666
227	4326	14649
228	4349	14642
229	4370	14631
230	4390	14615
231	4415	14616
232	4439	14614
233	4463	14612
234	4485	14602
235	4502	14577
236	4520	14551
237	4540	14537
238	4557	14512
239	4583	14513
240	4600	14487
241	4617	14461
242	4634	14436
243	4651	14411
244	4667	14385
245	4685	14362
246	4703	14339
247	4719	14311
248	4736	14286
249	4755	14266
250	4773	14243
251	4789	14217
252	4803	14183
253	4823	14166
254	4836	14130
255	4852	14103
256	4877	14102
257	4895	14078
258	4914	14059
259	4932	14039
260	4951	14018
261	4982	14033
262	5007	14032
263	5031	14026
264	5058	14031
265	5080	14018
266	5120	14057
267	5146	14056
268	5178	14071
269	5208	14082
270	5241	14099
271	5276	14122
272	5297	14108
273	5321	14100
274	5341	14083
275	5363	14070
276	5388	14063
277	5406	14041
278	5425	14021
279	5443	13996
280	5464	13981
281	5486	13968
282	5508	13955
283	5525	13930
284	5546	13915
285	5568	13902
286	5599	13909
287	5649	13967
288	5700	14023
289	5751	14082
290	5774	14070
291	5803	14071
292	5832	14073
293	5864	14082
294	5900	14100
295	5932	14109
296	5957	14100
297	5982	14093
298	6008	14086
299	6032	14075
300	6055	14062
301	6086	14067
302	6110	14056
303	6135	14046
304	6162	14043
305	6194	14049
306	6218	14037
307	6240	14021
308	6267	14014
309	6298	14020
310	6334	14034
311	6380	14069
312	6413	14077
313	6435	14059
314	6456	14040
315	6481	14029
316	6503	14012
317	6532	14009
318	6557	13998
319	6578	13980
320	6598	13956
321	6627	13955
322	6647	13933
323	6667	13911
324	6691	13897
325	6716	13886
326	6790	13975
327	6809	13951
328	6845	13962
329	6867	13943
330	6894	13935
331	6930	13944
332	6964	13949
333	6994	13946
334	7024	13943
335	7061	13954
336	7089	13948
337	7111	13928
338	7141	13923
339	7163	13906
340	7215	13944
341	7265	13978
342	7304	13990
343	7354	14025
344	7376	14005
345	7407	14001
346	7424	13972
347	7439	13939
348	7456	13908
349	7473	13878
350	7489	13848
351	7506	13818
352	7522	13787
353	7540	13760
354	7569	13753
355	7591	13732
356	7615	13717
357	7638	13697
358	7664	13685
359	7687	13666
360	7714	13655
361	7738	13638
362	7757	13612
363	7782	13597
364	7805	13578
365	7832	13567
366	7851	13542
367	7870	13516
368	7886	13486
369	7903	13457
370	7920	13427
371	7937	13400
372	7956	13374
373	7975	13348
374	7994	13324
375	8014	13300
376	8033	13274
377	8051	13249
378	8075	13231
379	8095	13208
380	8115	13185
381	8134	13159
382	8153	13134
383	8178	13119
384	8196	13093
385	8214	13067
386	8239	13051
387	8261	13031
388	8279	13004
389	8297	12977
390	8315	12951
391	8338	12932
392	8360	12913
393	8380	12889
394	8402	12870
395	8422	12846
396	8444	12826
397	8464	12802
398	8486	12783
399	8506	12760
400	8524	12733
401	8542	12706
402	8562	12684
403	8585	12666
404	8604	12641
405	8624	12617
406	8642	12592
407	8659	12565
408	8679	12541
409	8697	12516
410	8717	12492
411	8736	12469
412	8754	12442
413	8773	12417
414	8791	12392
415	8808	12365
416	8827	12341
417	8847	12319
418	8867	12296
419	8884	12268
420	8906	12248
421	8932	12234
422	8951	12210
423	8967	12182
424	8989	12162
425	9008	12138
426	9023	12109
427	9041	12083
428	9059	12057
429	9075	12030
430	9093	12005
431	9112	11981
432	9128	11954
433	9148	11930
434	9165	11904
435	9182	11878
436	9200	11852
437	9218	11828
438	9234	11800
439	9253	11777
440	9392	11905
441	9715	12265
442	9945	12504
443	10147	12706
444	10311	12860
445	10377	12889
446	10512	13005
447	10862	13383
448	10944	13431
449	10989	13431
450	11026	13422
451	11064	13415
452	11101	13405
453	11136	13392
454	11171	13381
455	11206	13368
456	11254	13371
457	11300	13373
458	11337	13362
459	11369	13347
460	11398	13326
461	11422	13302
462	11452	13282
463	11502	13286
464	11538	13276
465	11632	13329
466	11782	13448
467	11889	13515
468	11949	13529
469	12048	13586
470	12083	13571
471	12134	13573
472	12232	13629
473	12289	13637
474	12348	13648
475	12389	13638
476	12435	13634
477	12502	13653
478	12548	13648
479	12582	13630
480	12615	13612
481	12650	13594
482	12684	13577
483	12716	13557
484	12748	13537
485	12781	13517
486	12817	13501
487	12899	13534
488	12930	13512
489	12967	13497
490	13554	14051
491	13634	14077
492	13730	14119
493	13769	14104
494	13813	14092
495	13852	14076
496	13899	14067
497	13937	14049
498	13981	14037
499	14020	14020
500	14083	14027
501	14131	14019
502	14169	14000
503	14214	13988
504	14251	13969
505	14294	13955
506	14336	13940
507	14382	13929
508	14429	13919
509	14478	13911
510	14526	13900
511	14565	13882
512	14614	13873
513	14734	13931
514	14825	13962
515	14864	13942
516	14911	13930
517	14963	13923
518	15011	13912
519	15047	13889
520	15079	13863
521	15111	13838
522	15144	13812
523	15178	13788
524	15212	13763
525	15255	13747
526	15289	13722
527	15326	13700
528	15377	13691
529	15422	13676
530	15513	13701
531	15557	13685
532	15764	13812
533	15821	13806
534	15859	13784
535	15894	13759
536	15928	13733
537	15963	13708
538	15996	13681
539	16043	13666
540	16105	13664
541	16156	13652
542	16193	13629
543	16224	13600
544	16262	13576
545	16304	13557
546	16354	13544
547	16404	13530
548	16474	13533
549	16522	13518
550	16587	13517
551	16623	13491
552	16658	13465
553	16691	13437
554	16725	13410
555	16757	13382
556	16790	13354
557	16838	13338
558	16875	13313
559	16922	13296
560	16972	13281
561	17010	13257
562	17052	13236
563	17091	13212
564	17138	13195
565	17182	13175
566	17222	13152
567	17273	13137
568	17342	13136
569	17386	13116
570	17421	13088
571	17450	13057
572	17474	13021
573	17501	12989
574	17530	12957
575	17564	12929
576	17588	12893
577	17621	12865
578	17650	12834
579	17678	12801
580	17703	12767
581	17732	12735
582	17759	12702
583	17788	12671
584	17819	12641
585	17853	12613
586	17885	12583
587	17914	12552
588	17945	12522
589	17972	12489
590	18001	12458
591	18032	12427
592	18060	12395
593	18085	12361
594	18154	12357
595	18213	12346
596	18253	12321
597	18303	12304
598	18369	12297
599	18431	12287
600	18481	12269
601	18515	12240
602	18551	12213
603	18582	12183
604	18624	12160
605	18652	12127
606	18683	12096
607	18714	12065
608	18746	12035
609	18774	12003
610	18799	11969
611	18830	11938
612	18867	11911
613	18900	11881
614	18930	11850
615	18957	11817
616	18981	11782
617	19010	11750
618	19043	11721
619	19076	11692
620	19113	11664
621	19144	11634
622	19172	11601
623	19197	11567
624	19225	11535
625	19247	11499
626	19271	11464
627	19295	11429
628	19322	11396
629	19355	11367
630	19380	11333
631	19410	11302
632	19446	11274
633	19480	11245
634	19519	11219
635	19542	11184
636	19570	11152
637	19593	11117
638	19620	11084
639	19650	11053
640	19687	11026
641	19721	10997
642	19753	10967
643	19775	10931
644	19803	10899
645	19825	10863
646	19854	10832
647	19885	10801
648	19916	10771
649	19941	10737
650	19971	10706
651	20005	10677
652	20031	10644
653	20054	10609
654	20076	10574
655	20101	10540
656	20129	10509
657	20154	10475
658	20184	10444
659	20209	10410
660	20235	10378
661	20259	10343
662	20281	10308
663	20302	10273
664	20329	10241
665	20349	10205
666	20382	10175
667	20412	10144
668	20436	10111
669	20463	10078
670	20486	10044
671	20517	10014
672	20552	9986
673	20592	9960
674	20618	9927
675	20651	9897
676	20679	9866
677	20711	9836
678	20734	9802
679	20758	9768
680	20780	9734
681	20802	9699
682	20826	9666
683	20858	9636
684	20890	9606
685	20923	9577
686	20955	9547
687	20986	9516
688	21012	9484
689	21043	9454
690	21068	9421
691	21092	9387
692	21117	9355
693	21142	9322
694	21167	9289
695	21192	9256
696	21222	9225
697	21253	9195
698	21283	9164
699	21309	9132
700	21336	9100
701	21364	9069
702	21388	9036
703	21417	9005
704	21447	8974
705	21473	8942
706	21505	8912
707	21550	8887
708	21580	8857
709	21606	8825
710	21666	8806
711	21696	8776
712	21729	8746
713	21757	8715
714	21797	8688
715	21837	8661
716	21869	8631
717	21904	8603
718	21940	8574
719	21986	8550
720	22028	8524
721	22064	8495
722	22098	8466
723	22126	8435
724	22153	8403
725	22182	8371
726	22210	8340
727	22236	8308
728	22269	8278
729	22299	8247
730	22329	8217
731	22359	8186
732	22387	8154
733	22429	8128
734	22458	8097
735	22485	8065
736	22526	8038
737	22557	8008
738	22589	7978
739	22614	7945
740	22643	7914
741	22684	7887
742	22768	7875
743	22816	7850
744	22845	7819
745	22876	7789
746	22909	7759
747	22941	7729
748	22968	7696
749	22996	7665
750	23028	7635
751	23056	7603
752	23081	7571
753	23113	7541
754	23145	7510
755	23174	7479
756	23197	7446
757	23222	7413
758	23244	7380
759	23278	7350
760	23305	7319
761	23332	7287
762	23360	7256
763	23389	7224
764	23419	7194
765	23442	7161
766	23469	7129
767	23493	7097
768	23534	7069
769	23559	7037
770	23590	7006
771	23619	6975
772	23647	6944
773	23673	6912
774	23699	6880
775	23723	6848
776	23750	6816
777	23790	6788
778	23820	6757
779	23852	6727
780	23888	6698
781	23917	6667
782	23949	6637
783	23974	6605
784	24002	6573
785	24036	6544
786	24068	6514
787	24098	6483
788	24127	6452
789	24151	6420
790	24180	6388
791	24205	6356
792	24237	6326
793	24287	6301
794	24364	6282
795	24400	6253
796	24425	6221
797	24450	6189
798	24480	6158
799	24513	6128
800	24546	6098
801	24576	6067
802	24601	6035
803	24628	6004
804	24653	5971
805	24681	5940
806	24707	5909
807	24731	5876
808	24760	5845
809	24793	5815
810	24817	5783
811	24847	5752
812	24875	5721
813	24898	5689
814	24924	5657
815	24948	5625
816	24985	5596
817	25025	5568
818	25058	5537
819	25086	5506
820	25109	5474
821	25132	5442
822	25159	5410
823	25186	5379
824	25209	5347
825	25235	5316
826	25260	5284
827	25291	5253
828	25318	5222
829	25343	5190
830	25373	5160
831	25406	5130
832	25436	5099
833	25460	5067
834	25489	5036
835	25514	5005
836	25539	4973
837	25568	4942
838	25592	4911
839	25622	4880
840	25657	4850
841	25689	4820
842	25717	4789
843	25746	4758
844	25773	4727
845	25802	4696
846	25829	4665
847	25852	4634
848	25880	4603
849	25906	4571
850	25934	4540
851	25964	4510
852	25989	4478
853	26018	4448
854	26048	4417
855	26073	4386
856	26098	4354
857	26126	4324
858	26151	4292
859	26184	4262
860	26216	4232
861	26246	4201
862	26274	4171
863	26298	4139
864	26324	4108
865	26349	4077
866	26379	4046
867	26405	4015
868	26430	3984
869	26459	3953
870	26487	3922
871	26515	3892
872	26544	3861
873	26576	3831
874	26607	3801
875	26643	3771
876	26674	3741
877	26700	3710
878	26725	3678
879	26754	3648
880	26780	3617
881	26807	3586
882	26837	3556
883	26878	3526
884	26908	3496
885	26942	3466
886	26971	3435
887	26995	3404
888	27020	3373
889	27048	3343
890	27071	3311
891	27095	3280
892	27117	3249
893	27141	3218
894	27171	3187
895	27197	3156
896	27219	3125
897	27254	3095
898	27282	3065
899	27303	3033
900	27329	3002
901	27350	2971
902	27372	2940
903	27400	2909
904	27432	2879
905	27458	2848
906	27482	2817
907	27509	2787
908	27536	2756
909	27564	2726
910	27586	2695
911	27614	2664
912	27650	2634
913	27692	2605
914	27720	2575
915	27750	2544
916	27778	2514
917	27802	2483
918	27830	2452
919	27861	2422
920	27883	2391
921	27912	2361
922	27944	2331
923	27983	2301
924	28010	2271
925	28034	2240
926	28057	2209
927	28077	2178
928	28095	2147
929	28114	2116
930	28134	2085
931	28159	2054
932	28184	2023
933	28210	1993
934	28230	1962
935	28249	1931
936	28274	1901
937	28292	1870
938	28311	1839
939	28332	1808
940	28353	1777
941	28387	1747
942	28410	1717
943	28439	1687
944	28458	1656
945	28481	1625
946	28501	1595
947	28521	1564
948	28541	1533
949	28566	1503
950	28585	1472
951	28605	1442
952	28630	1412
953	28651	1381
954	28669	1350
955	28688	1320
956	28706	1289
957	28728	1259
958	28747	1229
959	28768	1198
960	28787	1168
961	28805	1137
962	28827	1107
963	28846	1077
964	28863	1046
965	28881	1016
966	28902	986
967	28934	956
968	28961	926
969	28979	896
970	28998	866
971	29018	835
972	29037	805
973	29057	775
974	29075	745
975	29092	715
976	29111	685
977	29130	655
978	29148	625
979	29166	595
980	29196	565
981	29224	535
982	29244	505
983	29262	475
984	29280	445
985	29299	416
986	29316	386
987	29342	356
988	29364	326
989	29398	296
990	29427	267
991	29449	237
992	29474	207
993	29496	178
994	29523	148
995	29543	118
996	29561	88
997	29580	59
998	29603	29
999	29623	0
